datetime,open,high,low,close,volume,option_symbol,expiry_date
2024-01-03 17:12:00,0.72,0.72,0.72,0.72,1,O:SPY240117C00480000,2024-01-17
2024-01-03 17:22:00,0.71,0.71,0.71,0.71,11,O:SPY240117C00480000,2024-01-17
2024-01-03 17:30:00,0.78,0.78,0.78,0.78,1,O:SPY240117C00480000,2024-01-17
2024-01-03 17:45:00,0.8,0.8,0.8,0.8,1,O:SPY240117C00480000,2024-01-17
2024-01-03 18:18:00,0.87,0.87,0.87,0.87,4,O:SPY240117C00480000,2024-01-17
2024-01-03 18:41:00,0.85,0.85,0.85,0.85,10,O:SPY240117C00480000,2024-01-17
2024-01-03 18:52:00,0.84,0.84,0.84,0.84,1,O:SPY240117C00480000,2024-01-17
2024-01-03 18:55:00,0.83,0.83,0.83,0.83,20,O:SPY240117C00480000,2024-01-17
2024-01-03 19:00:00,0.85,0.85,0.85,0.85,1,O:SPY240117C00480000,2024-01-17
2024-01-03 19:04:00,0.78,0.78,0.75,0.75,5,O:SPY240117C00480000,2024-01-17
2024-01-03 19:05:00,0.7,0.7,0.7,0.7,20,O:SPY240117C00480000,2024-01-17
2024-01-03 19:06:00,0.69,0.69,0.69,0.69,1,O:SPY240117C00480000,2024-01-17
2024-01-03 19:14:00,0.73,0.73,0.73,0.73,1,O:SPY240117C00480000,2024-01-17
2024-01-03 19:19:00,0.8,0.8,0.8,0.8,1,O:SPY240117C00480000,2024-01-17
2024-01-03 19:24:00,0.77,0.77,0.77,0.77,1,O:SPY240117C00480000,2024-01-17
2024-01-03 19:45:00,0.95,0.95,0.95,0.95,2,O:SPY240117C00480000,2024-01-17
2024-01-03 19:46:00,0.9,0.9,0.9,0.9,1,O:SPY240117C00480000,2024-01-17
2024-01-03 19:59:00,0.85,0.85,0.85,0.85,1,O:SPY240117C00480000,2024-01-17
2024-01-03 20:02:00,0.76,0.76,0.76,0.76,2,O:SPY240117C00480000,2024-01-17
2024-01-03 20:07:00,0.75,0.75,0.75,0.75,2,O:SPY240117C00480000,2024-01-17
2024-01-04 14:39:00,0.77,0.77,0.77,0.77,3,O:SPY240118C00480000,2024-01-18
2024-01-04 14:40:00,0.78,0.78,0.78,0.78,1,O:SPY240118C00480000,2024-01-18
2024-01-04 15:15:00,0.92,0.92,0.92,0.92,1,O:SPY240118C00480000,2024-01-18
2024-01-04 15:18:00,0.9,0.9,0.9,0.9,1,O:SPY240118C00480000,2024-01-18
2024-01-04 15:29:00,0.88,0.88,0.88,0.88,2,O:SPY240118C00480000,2024-01-18
2024-01-04 15:52:00,0.93,0.93,0.93,0.93,1,O:SPY240118C00480000,2024-01-18
2024-01-04 16:13:00,0.95,0.95,0.95,0.95,25,O:SPY240118C00480000,2024-01-18
2024-01-04 16:14:00,0.98,0.98,0.98,0.98,25,O:SPY240118C00480000,2024-01-18
2024-01-04 16:16:00,1.0,1.01,1.0,1.01,11,O:SPY240118C00480000,2024-01-18
2024-01-04 16:21:00,0.98,0.98,0.98,0.98,10,O:SPY240118C00480000,2024-01-18
2024-01-04 16:25:00,1.01,1.01,1.01,1.01,1,O:SPY240118C00480000,2024-01-18
2024-01-04 16:28:00,0.98,0.98,0.98,0.98,10,O:SPY240118C00480000,2024-01-18
2024-01-04 16:30:00,0.94,0.94,0.94,0.94,2,O:SPY240118C00480000,2024-01-18
2024-01-04 16:46:00,0.91,0.91,0.91,0.91,10,O:SPY240118C00480000,2024-01-18
2024-01-04 16:49:00,0.89,0.89,0.89,0.89,10,O:SPY240118C00480000,2024-01-18
2024-01-04 16:54:00,0.84,0.84,0.84,0.84,20,O:SPY240118C00480000,2024-01-18
2024-01-04 17:10:00,0.79,0.79,0.79,0.79,1,O:SPY240118C00480000,2024-01-18
2024-01-04 17:31:00,0.74,0.74,0.74,0.74,1,O:SPY240118C00480000,2024-01-18
2024-01-04 17:47:00,0.69,0.69,0.69,0.69,1,O:SPY240118C00480000,2024-01-18
2024-01-04 17:52:00,0.71,0.71,0.71,0.71,1,O:SPY240118C00480000,2024-01-18
2024-01-04 17:53:00,0.74,0.74,0.74,0.74,1,O:SPY240118C00480000,2024-01-18
2024-01-04 18:00:00,0.73,0.73,0.73,0.73,1,O:SPY240118C00480000,2024-01-18
2024-01-04 18:09:00,0.75,0.75,0.75,0.75,10,O:SPY240118C00480000,2024-01-18
2024-01-04 18:11:00,0.74,0.74,0.74,0.74,15,O:SPY240118C00480000,2024-01-18
2024-01-04 18:18:00,0.74,0.74,0.74,0.74,25,O:SPY240118C00480000,2024-01-18
2024-01-04 18:34:00,0.74,0.74,0.74,0.74,25,O:SPY240118C00480000,2024-01-18
2024-01-04 18:42:00,0.74,0.74,0.74,0.74,25,O:SPY240118C00480000,2024-01-18
2024-01-04 18:52:00,0.72,0.72,0.72,0.72,25,O:SPY240118C00480000,2024-01-18
2024-01-04 19:04:00,0.67,0.67,0.67,0.67,25,O:SPY240118C00480000,2024-01-18
2024-01-04 19:36:00,0.63,0.63,0.63,0.63,15,O:SPY240118C00480000,2024-01-18
2024-01-04 19:54:00,0.64,0.64,0.64,0.64,5,O:SPY240118C00480000,2024-01-18
2024-01-04 20:19:00,0.59,0.59,0.59,0.59,11,O:SPY240118C00480000,2024-01-18
2024-01-04 20:29:00,0.57,0.57,0.57,0.57,1,O:SPY240118C00480000,2024-01-18
2024-01-04 20:39:00,0.61,0.61,0.61,0.61,2,O:SPY240118C00480000,2024-01-18
2024-01-04 20:56:00,0.5,0.5,0.5,0.5,1,O:SPY240118C00480000,2024-01-18
2024-01-04 20:57:00,0.48,0.49,0.48,0.49,5,O:SPY240118C00480000,2024-01-18
2024-01-05 14:30:00,0.53,0.53,0.5,0.52,82,O:SPY240119C00480000,2024-01-19
2024-01-05 14:31:00,0.52,0.52,0.51,0.51,25,O:SPY240119C00480000,2024-01-19
2024-01-05 14:32:00,0.48,0.51,0.47,0.49,11,O:SPY240119C00480000,2024-01-19
2024-01-05 14:33:00,0.51,0.53,0.49,0.53,31,O:SPY240119C00480000,2024-01-19
2024-01-05 14:34:00,0.53,0.56,0.53,0.55,5,O:SPY240119C00480000,2024-01-19
2024-01-05 14:35:00,0.55,0.57,0.55,0.56,39,O:SPY240119C00480000,2024-01-19
2024-01-05 14:36:00,0.56,0.57,0.56,0.56,8,O:SPY240119C00480000,2024-01-19
2024-01-05 14:37:00,0.59,0.59,0.56,0.56,12,O:SPY240119C00480000,2024-01-19
2024-01-05 14:38:00,0.57,0.57,0.57,0.57,1,O:SPY240119C00480000,2024-01-19
2024-01-05 14:39:00,0.58,0.59,0.58,0.59,111,O:SPY240119C00480000,2024-01-19
2024-01-05 14:40:00,0.54,0.54,0.52,0.52,2,O:SPY240119C00480000,2024-01-19
2024-01-05 14:41:00,0.54,0.54,0.54,0.54,5,O:SPY240119C00480000,2024-01-19
2024-01-05 14:42:00,0.55,0.56,0.53,0.56,36,O:SPY240119C00480000,2024-01-19
2024-01-05 14:44:00,0.56,0.56,0.56,0.56,1,O:SPY240119C00480000,2024-01-19
2024-01-05 14:45:00,0.56,0.59,0.56,0.59,17,O:SPY240119C00480000,2024-01-19
2024-01-05 14:46:00,0.59,0.6,0.59,0.6,6,O:SPY240119C00480000,2024-01-19
2024-01-05 14:47:00,0.6,0.6,0.6,0.6,106,O:SPY240119C00480000,2024-01-19
2024-01-05 14:48:00,0.6,0.61,0.6,0.6,5,O:SPY240119C00480000,2024-01-19
2024-01-05 14:49:00,0.6,0.61,0.6,0.61,12,O:SPY240119C00480000,2024-01-19
2024-01-05 14:50:00,0.61,0.61,0.6,0.6,24,O:SPY240119C00480000,2024-01-19
2024-01-05 14:51:00,0.61,0.61,0.61,0.61,1,O:SPY240119C00480000,2024-01-19
2024-01-05 14:52:00,0.6,0.6,0.6,0.6,12,O:SPY240119C00480000,2024-01-19
2024-01-05 14:53:00,0.6,0.61,0.6,0.61,11,O:SPY240119C00480000,2024-01-19
2024-01-05 14:54:00,0.62,0.62,0.62,0.62,6,O:SPY240119C00480000,2024-01-19
2024-01-05 14:55:00,0.62,0.62,0.61,0.61,3,O:SPY240119C00480000,2024-01-19
2024-01-05 14:58:00,0.57,0.57,0.57,0.57,3,O:SPY240119C00480000,2024-01-19
2024-01-05 14:59:00,0.56,0.58,0.56,0.58,8,O:SPY240119C00480000,2024-01-19
2024-01-05 15:00:00,0.58,0.68,0.58,0.65,31,O:SPY240119C00480000,2024-01-19
2024-01-05 15:01:00,0.66,0.7,0.66,0.7,54,O:SPY240119C00480000,2024-01-19
2024-01-05 15:02:00,0.7,0.76,0.7,0.76,111,O:SPY240119C00480000,2024-01-19
2024-01-05 15:03:00,0.79,0.8,0.76,0.8,24,O:SPY240119C00480000,2024-01-19
2024-01-05 15:04:00,0.8,0.8,0.76,0.79,163,O:SPY240119C00480000,2024-01-19
2024-01-05 15:05:00,0.8,0.81,0.78,0.8,104,O:SPY240119C00480000,2024-01-19
2024-01-05 15:06:00,0.81,0.85,0.81,0.83,26,O:SPY240119C00480000,2024-01-19
2024-01-05 15:07:00,0.83,0.85,0.83,0.85,15,O:SPY240119C00480000,2024-01-19
2024-01-05 15:08:00,0.86,0.89,0.86,0.88,13,O:SPY240119C00480000,2024-01-19
2024-01-05 15:09:00,0.87,0.87,0.84,0.86,247,O:SPY240119C00480000,2024-01-19
2024-01-05 15:10:00,0.88,0.91,0.88,0.88,88,O:SPY240119C00480000,2024-01-19
2024-01-05 15:11:00,0.86,0.86,0.84,0.84,15,O:SPY240119C00480000,2024-01-19
2024-01-05 15:12:00,0.85,0.88,0.85,0.86,14,O:SPY240119C00480000,2024-01-19
2024-01-05 15:13:00,0.87,0.87,0.81,0.82,143,O:SPY240119C00480000,2024-01-19
2024-01-05 15:14:00,0.81,0.81,0.8,0.8,24,O:SPY240119C00480000,2024-01-19
2024-01-05 15:15:00,0.76,0.76,0.75,0.75,26,O:SPY240119C00480000,2024-01-19
2024-01-05 15:16:00,0.74,0.75,0.72,0.72,43,O:SPY240119C00480000,2024-01-19
2024-01-05 15:17:00,0.74,0.74,0.73,0.73,1020,O:SPY240119C00480000,2024-01-19
2024-01-05 15:18:00,0.75,0.75,0.75,0.75,9,O:SPY240119C00480000,2024-01-19
2024-01-05 15:19:00,0.74,0.74,0.74,0.74,1000,O:SPY240119C00480000,2024-01-19
2024-01-05 15:21:00,0.75,0.76,0.75,0.76,2,O:SPY240119C00480000,2024-01-19
2024-01-05 15:22:00,0.76,0.77,0.76,0.77,6,O:SPY240119C00480000,2024-01-19
2024-01-05 15:23:00,0.76,0.8,0.76,0.8,1119,O:SPY240119C00480000,2024-01-19
2024-01-05 15:24:00,0.8,0.8,0.8,0.8,4,O:SPY240119C00480000,2024-01-19
2024-01-05 15:25:00,0.8,0.83,0.8,0.83,20,O:SPY240119C00480000,2024-01-19
2024-01-05 15:26:00,0.82,0.82,0.79,0.79,22,O:SPY240119C00480000,2024-01-19
2024-01-05 15:27:00,0.77,0.78,0.76,0.76,107,O:SPY240119C00480000,2024-01-19
2024-01-05 15:28:00,0.77,0.77,0.77,0.77,17,O:SPY240119C00480000,2024-01-19
2024-01-05 15:29:00,0.76,0.76,0.76,0.76,6,O:SPY240119C00480000,2024-01-19
2024-01-05 15:30:00,0.78,0.78,0.78,0.78,8,O:SPY240119C00480000,2024-01-19
2024-01-05 15:31:00,0.74,0.79,0.74,0.79,20,O:SPY240119C00480000,2024-01-19
2024-01-05 15:32:00,0.81,0.81,0.81,0.81,7,O:SPY240119C00480000,2024-01-19
2024-01-05 15:33:00,0.81,0.82,0.81,0.81,9,O:SPY240119C00480000,2024-01-19
2024-01-05 15:34:00,0.82,0.83,0.82,0.83,10,O:SPY240119C00480000,2024-01-19
2024-01-05 15:35:00,0.82,0.83,0.82,0.83,10,O:SPY240119C00480000,2024-01-19
2024-01-05 15:36:00,0.82,0.83,0.81,0.83,19,O:SPY240119C00480000,2024-01-19
2024-01-05 15:37:00,0.82,0.83,0.82,0.83,16,O:SPY240119C00480000,2024-01-19
2024-01-05 15:38:00,0.82,0.84,0.82,0.84,33,O:SPY240119C00480000,2024-01-19
2024-01-05 15:39:00,0.84,0.84,0.84,0.84,14,O:SPY240119C00480000,2024-01-19
2024-01-05 15:40:00,0.79,0.79,0.78,0.78,28,O:SPY240119C00480000,2024-01-19
2024-01-05 15:41:00,0.79,0.81,0.79,0.81,23,O:SPY240119C00480000,2024-01-19
2024-01-05 15:42:00,0.84,0.84,0.84,0.84,6,O:SPY240119C00480000,2024-01-19
2024-01-05 15:43:00,0.84,0.84,0.84,0.84,7,O:SPY240119C00480000,2024-01-19
2024-01-05 15:44:00,0.84,0.85,0.84,0.85,404,O:SPY240119C00480000,2024-01-19
2024-01-05 15:45:00,0.85,0.85,0.85,0.85,3,O:SPY240119C00480000,2024-01-19
2024-01-05 15:46:00,0.85,0.85,0.85,0.85,1,O:SPY240119C00480000,2024-01-19
2024-01-05 15:47:00,0.84,0.84,0.84,0.84,3,O:SPY240119C00480000,2024-01-19
2024-01-05 15:49:00,0.83,0.83,0.82,0.82,16,O:SPY240119C00480000,2024-01-19
2024-01-05 15:50:00,0.81,0.82,0.81,0.82,4,O:SPY240119C00480000,2024-01-19
2024-01-05 15:52:00,0.85,0.85,0.85,0.85,11,O:SPY240119C00480000,2024-01-19
2024-01-05 15:53:00,0.88,0.88,0.88,0.88,14,O:SPY240119C00480000,2024-01-19
2024-01-05 15:54:00,0.86,0.86,0.86,0.86,1,O:SPY240119C00480000,2024-01-19
2024-01-05 15:57:00,0.84,0.84,0.84,0.84,3,O:SPY240119C00480000,2024-01-19
2024-01-05 15:58:00,0.85,0.85,0.85,0.85,100,O:SPY240119C00480000,2024-01-19
2024-01-05 16:00:00,0.86,0.86,0.86,0.86,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:01:00,0.87,0.88,0.87,0.88,37,O:SPY240119C00480000,2024-01-19
2024-01-05 16:02:00,0.88,0.88,0.87,0.87,21,O:SPY240119C00480000,2024-01-19
2024-01-05 16:03:00,0.87,0.87,0.86,0.86,23,O:SPY240119C00480000,2024-01-19
2024-01-05 16:04:00,0.84,0.84,0.83,0.83,20003,O:SPY240119C00480000,2024-01-19
2024-01-05 16:05:00,0.86,0.86,0.84,0.85,47,O:SPY240119C00480000,2024-01-19
2024-01-05 16:07:00,0.84,0.84,0.81,0.81,26,O:SPY240119C00480000,2024-01-19
2024-01-05 16:10:00,0.82,0.82,0.82,0.82,4,O:SPY240119C00480000,2024-01-19
2024-01-05 16:11:00,0.82,0.82,0.82,0.82,26,O:SPY240119C00480000,2024-01-19
2024-01-05 16:12:00,0.88,0.88,0.87,0.87,4,O:SPY240119C00480000,2024-01-19
2024-01-05 16:15:00,0.88,0.88,0.88,0.88,5,O:SPY240119C00480000,2024-01-19
2024-01-05 16:16:00,0.88,0.88,0.88,0.88,9,O:SPY240119C00480000,2024-01-19
2024-01-05 16:17:00,0.85,0.85,0.85,0.85,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:18:00,0.78,0.78,0.73,0.73,5,O:SPY240119C00480000,2024-01-19
2024-01-05 16:19:00,0.75,0.75,0.75,0.75,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:20:00,0.71,0.71,0.71,0.71,10,O:SPY240119C00480000,2024-01-19
2024-01-05 16:21:00,0.75,0.75,0.75,0.75,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:22:00,0.75,0.75,0.74,0.74,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:23:00,0.72,0.73,0.72,0.72,17,O:SPY240119C00480000,2024-01-19
2024-01-05 16:24:00,0.71,0.71,0.71,0.71,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:25:00,0.75,0.75,0.75,0.75,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:26:00,0.73,0.73,0.73,0.73,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:27:00,0.73,0.73,0.73,0.73,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:29:00,0.71,0.71,0.71,0.71,19,O:SPY240119C00480000,2024-01-19
2024-01-05 16:30:00,0.73,0.73,0.73,0.73,3,O:SPY240119C00480000,2024-01-19
2024-01-05 16:31:00,0.73,0.73,0.73,0.73,5,O:SPY240119C00480000,2024-01-19
2024-01-05 16:32:00,0.73,0.74,0.73,0.74,4,O:SPY240119C00480000,2024-01-19
2024-01-05 16:33:00,0.73,0.73,0.72,0.72,17,O:SPY240119C00480000,2024-01-19
2024-01-05 16:35:00,0.71,0.71,0.71,0.71,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:37:00,0.7,0.7,0.69,0.69,7,O:SPY240119C00480000,2024-01-19
2024-01-05 16:38:00,0.7,0.7,0.7,0.7,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:39:00,0.7,0.71,0.7,0.71,22,O:SPY240119C00480000,2024-01-19
2024-01-05 16:40:00,0.71,0.71,0.71,0.71,3,O:SPY240119C00480000,2024-01-19
2024-01-05 16:41:00,0.69,0.69,0.68,0.68,5,O:SPY240119C00480000,2024-01-19
2024-01-05 16:42:00,0.69,0.69,0.69,0.69,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:43:00,0.67,0.67,0.67,0.67,7,O:SPY240119C00480000,2024-01-19
2024-01-05 16:44:00,0.68,0.68,0.68,0.68,1,O:SPY240119C00480000,2024-01-19
2024-01-05 16:46:00,0.68,0.69,0.68,0.69,13,O:SPY240119C00480000,2024-01-19
2024-01-05 16:49:00,0.64,0.65,0.64,0.64,110,O:SPY240119C00480000,2024-01-19
2024-01-05 16:50:00,0.67,0.67,0.67,0.67,3,O:SPY240119C00480000,2024-01-19
2024-01-05 16:51:00,0.68,0.68,0.68,0.68,2,O:SPY240119C00480000,2024-01-19
2024-01-05 16:52:00,0.68,0.68,0.68,0.68,60,O:SPY240119C00480000,2024-01-19
2024-01-05 16:53:00,0.69,0.69,0.67,0.67,41,O:SPY240119C00480000,2024-01-19
2024-01-05 16:54:00,0.68,0.68,0.68,0.68,4,O:SPY240119C00480000,2024-01-19
2024-01-05 16:55:00,0.67,0.67,0.66,0.67,42,O:SPY240119C00480000,2024-01-19
2024-01-05 16:56:00,0.68,0.68,0.66,0.66,32,O:SPY240119C00480000,2024-01-19
2024-01-05 16:57:00,0.66,0.66,0.65,0.65,39,O:SPY240119C00480000,2024-01-19
2024-01-05 16:58:00,0.65,0.65,0.65,0.65,25,O:SPY240119C00480000,2024-01-19
2024-01-05 16:59:00,0.65,0.65,0.64,0.65,45,O:SPY240119C00480000,2024-01-19
2024-01-05 17:00:00,0.66,0.66,0.64,0.64,23,O:SPY240119C00480000,2024-01-19
2024-01-05 17:01:00,0.63,0.63,0.63,0.63,12,O:SPY240119C00480000,2024-01-19
2024-01-05 17:02:00,0.62,0.63,0.62,0.63,11,O:SPY240119C00480000,2024-01-19
2024-01-05 17:03:00,0.64,0.64,0.63,0.63,17,O:SPY240119C00480000,2024-01-19
2024-01-05 17:04:00,0.64,0.64,0.63,0.63,21,O:SPY240119C00480000,2024-01-19
2024-01-05 17:05:00,0.62,0.63,0.62,0.62,26,O:SPY240119C00480000,2024-01-19
2024-01-05 17:06:00,0.62,0.62,0.61,0.61,22,O:SPY240119C00480000,2024-01-19
2024-01-05 17:07:00,0.6,0.6,0.58,0.58,19,O:SPY240119C00480000,2024-01-19
2024-01-05 17:08:00,0.55,0.55,0.55,0.55,169,O:SPY240119C00480000,2024-01-19
2024-01-05 17:09:00,0.54,0.54,0.53,0.53,42,O:SPY240119C00480000,2024-01-19
2024-01-05 17:10:00,0.53,0.53,0.51,0.53,14,O:SPY240119C00480000,2024-01-19
2024-01-05 17:11:00,0.53,0.53,0.53,0.53,39,O:SPY240119C00480000,2024-01-19
2024-01-05 17:12:00,0.54,0.55,0.54,0.55,15,O:SPY240119C00480000,2024-01-19
2024-01-05 17:13:00,0.54,0.54,0.54,0.54,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:14:00,0.54,0.55,0.54,0.54,32,O:SPY240119C00480000,2024-01-19
2024-01-05 17:15:00,0.53,0.54,0.53,0.54,3,O:SPY240119C00480000,2024-01-19
2024-01-05 17:17:00,0.54,0.54,0.54,0.54,9,O:SPY240119C00480000,2024-01-19
2024-01-05 17:18:00,0.53,0.53,0.53,0.53,25,O:SPY240119C00480000,2024-01-19
2024-01-05 17:19:00,0.52,0.52,0.52,0.52,102,O:SPY240119C00480000,2024-01-19
2024-01-05 17:20:00,0.52,0.52,0.52,0.52,4,O:SPY240119C00480000,2024-01-19
2024-01-05 17:21:00,0.52,0.53,0.52,0.53,6,O:SPY240119C00480000,2024-01-19
2024-01-05 17:22:00,0.53,0.53,0.53,0.53,22,O:SPY240119C00480000,2024-01-19
2024-01-05 17:24:00,0.51,0.52,0.51,0.51,4,O:SPY240119C00480000,2024-01-19
2024-01-05 17:25:00,0.51,0.51,0.51,0.51,6,O:SPY240119C00480000,2024-01-19
2024-01-05 17:26:00,0.51,0.51,0.5,0.5,41,O:SPY240119C00480000,2024-01-19
2024-01-05 17:27:00,0.51,0.51,0.51,0.51,2,O:SPY240119C00480000,2024-01-19
2024-01-05 17:28:00,0.51,0.51,0.51,0.51,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:29:00,0.51,0.51,0.5,0.5,17,O:SPY240119C00480000,2024-01-19
2024-01-05 17:30:00,0.49,0.51,0.49,0.49,32,O:SPY240119C00480000,2024-01-19
2024-01-05 17:31:00,0.47,0.49,0.47,0.49,4,O:SPY240119C00480000,2024-01-19
2024-01-05 17:32:00,0.49,0.49,0.49,0.49,6,O:SPY240119C00480000,2024-01-19
2024-01-05 17:33:00,0.49,0.49,0.48,0.48,21,O:SPY240119C00480000,2024-01-19
2024-01-05 17:34:00,0.48,0.48,0.48,0.48,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:35:00,0.47,0.47,0.47,0.47,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:36:00,0.49,0.49,0.49,0.49,4484,O:SPY240119C00480000,2024-01-19
2024-01-05 17:37:00,0.51,0.51,0.51,0.51,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:38:00,0.53,0.53,0.51,0.51,5,O:SPY240119C00480000,2024-01-19
2024-01-05 17:39:00,0.5,0.5,0.5,0.5,3,O:SPY240119C00480000,2024-01-19
2024-01-05 17:40:00,0.51,0.51,0.51,0.51,2,O:SPY240119C00480000,2024-01-19
2024-01-05 17:41:00,0.53,0.53,0.53,0.53,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:43:00,0.52,0.53,0.52,0.53,23,O:SPY240119C00480000,2024-01-19
2024-01-05 17:44:00,0.52,0.52,0.52,0.52,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:45:00,0.54,0.54,0.54,0.54,1,O:SPY240119C00480000,2024-01-19
2024-01-05 17:47:00,0.51,0.51,0.51,0.51,2,O:SPY240119C00480000,2024-01-19
2024-01-05 17:48:00,0.51,0.51,0.51,0.51,91,O:SPY240119C00480000,2024-01-19
2024-01-05 17:49:00,0.51,0.51,0.5,0.5,8,O:SPY240119C00480000,2024-01-19
2024-01-05 17:50:00,0.51,0.51,0.51,0.51,10,O:SPY240119C00480000,2024-01-19
2024-01-05 17:52:00,0.52,0.52,0.5,0.5,100,O:SPY240119C00480000,2024-01-19
2024-01-05 17:55:00,0.51,0.51,0.5,0.5,5,O:SPY240119C00480000,2024-01-19
2024-01-05 17:56:00,0.51,0.52,0.51,0.52,25,O:SPY240119C00480000,2024-01-19
2024-01-05 17:57:00,0.51,0.51,0.51,0.51,2,O:SPY240119C00480000,2024-01-19
2024-01-05 18:00:00,0.49,0.49,0.48,0.48,28,O:SPY240119C00480000,2024-01-19
2024-01-05 18:01:00,0.48,0.48,0.48,0.48,1,O:SPY240119C00480000,2024-01-19
2024-01-05 18:02:00,0.47,0.47,0.46,0.46,39,O:SPY240119C00480000,2024-01-19
2024-01-05 18:03:00,0.45,0.45,0.44,0.44,8,O:SPY240119C00480000,2024-01-19
2024-01-05 18:04:00,0.45,0.45,0.45,0.45,1,O:SPY240119C00480000,2024-01-19
2024-01-05 18:05:00,0.45,0.46,0.45,0.46,11,O:SPY240119C00480000,2024-01-19
2024-01-05 18:06:00,0.46,0.46,0.46,0.46,1,O:SPY240119C00480000,2024-01-19
2024-01-05 18:07:00,0.46,0.46,0.46,0.46,1,O:SPY240119C00480000,2024-01-19
2024-01-05 18:09:00,0.46,0.46,0.46,0.46,10,O:SPY240119C00480000,2024-01-19
2024-01-05 18:10:00,0.46,0.46,0.46,0.46,11,O:SPY240119C00480000,2024-01-19
2024-01-05 18:11:00,0.45,0.45,0.45,0.45,2,O:SPY240119C00480000,2024-01-19
2024-01-05 18:13:00,0.44,0.44,0.44,0.44,2,O:SPY240119C00480000,2024-01-19
2024-01-05 18:14:00,0.44,0.44,0.44,0.44,3,O:SPY240119C00480000,2024-01-19
2024-01-05 18:16:00,0.44,0.44,0.44,0.44,7,O:SPY240119C00480000,2024-01-19
2024-01-05 18:17:00,0.44,0.44,0.43,0.44,20,O:SPY240119C00480000,2024-01-19
2024-01-05 18:18:00,0.45,0.45,0.44,0.44,8,O:SPY240119C00480000,2024-01-19
2024-01-05 18:19:00,0.44,0.44,0.42,0.42,74,O:SPY240119C00480000,2024-01-19
2024-01-05 18:20:00,0.44,0.45,0.44,0.45,11,O:SPY240119C00480000,2024-01-19
2024-01-05 18:21:00,0.45,0.45,0.45,0.45,6,O:SPY240119C00480000,2024-01-19
2024-01-05 18:22:00,0.45,0.45,0.44,0.44,2,O:SPY240119C00480000,2024-01-19
2024-01-05 18:23:00,0.45,0.45,0.44,0.44,23,O:SPY240119C00480000,2024-01-19
2024-01-05 18:24:00,0.45,0.45,0.45,0.45,3,O:SPY240119C00480000,2024-01-19
2024-01-05 18:26:00,0.47,0.47,0.47,0.47,1,O:SPY240119C00480000,2024-01-19
2024-01-05 18:27:00,0.47,0.5,0.47,0.5,6,O:SPY240119C00480000,2024-01-19
2024-01-05 18:28:00,0.49,0.5,0.49,0.5,10,O:SPY240119C00480000,2024-01-19
2024-01-05 18:29:00,0.51,0.52,0.51,0.51,108,O:SPY240119C00480000,2024-01-19
2024-01-05 18:30:00,0.55,0.56,0.54,0.55,137,O:SPY240119C00480000,2024-01-19
2024-01-05 18:31:00,0.56,0.56,0.55,0.55,20,O:SPY240119C00480000,2024-01-19
2024-01-05 18:32:00,0.55,0.55,0.55,0.55,12,O:SPY240119C00480000,2024-01-19
2024-01-05 18:33:00,0.54,0.54,0.54,0.54,56,O:SPY240119C00480000,2024-01-19
2024-01-05 18:37:00,0.55,0.55,0.54,0.54,4,O:SPY240119C00480000,2024-01-19
2024-01-05 18:38:00,0.56,0.57,0.56,0.57,10,O:SPY240119C00480000,2024-01-19
2024-01-05 18:39:00,0.58,0.58,0.58,0.58,5,O:SPY240119C00480000,2024-01-19
2024-01-05 18:40:00,0.59,0.59,0.57,0.57,938,O:SPY240119C00480000,2024-01-19
2024-01-05 18:41:00,0.59,0.59,0.58,0.58,3,O:SPY240119C00480000,2024-01-19
2024-01-05 18:43:00,0.58,0.58,0.58,0.58,1,O:SPY240119C00480000,2024-01-19
2024-01-05 18:45:00,0.57,0.57,0.57,0.57,3,O:SPY240119C00480000,2024-01-19
2024-01-05 18:46:00,0.58,0.58,0.58,0.58,2,O:SPY240119C00480000,2024-01-19
2024-01-05 18:47:00,0.58,0.58,0.58,0.58,3,O:SPY240119C00480000,2024-01-19
2024-01-05 18:48:00,0.58,0.58,0.58,0.58,4,O:SPY240119C00480000,2024-01-19
2024-01-05 18:50:00,0.56,0.56,0.56,0.56,2,O:SPY240119C00480000,2024-01-19
2024-01-05 18:51:00,0.55,0.56,0.55,0.56,14,O:SPY240119C00480000,2024-01-19
