datetime,underlying_price,open,high,low,close,volume,option_symbol,expiry_date,bid,ask,T,sigma,bs_price,edge,available
2024-01-02 19:00:00,472.175,1.25,1.25,1.25,1.25,2.0,O:SPY240116C00480000,2024-01-16,1.245,1.255,0.036187214611872145,0.12437212293229297,1.6657893050521722,0.41078930505217226,2
2024-01-02 19:01:00,472.04,1.25,1.25,1.25,1.25,2.0,O:SPY240116C00480000,2024-01-16,1.245,1.255,0.03618531202435312,0.12177881726428227,1.5585435592632422,0.3035435592632423,4
2024-01-02 19:02:00,471.92,1.19,1.19,1.19,1.19,26.0,O:SPY240116C00480000,2024-01-16,1.185,1.195,0.036183409436834096,0.11882733659338619,1.447543383204902,0.252543383204902,2
2024-01-02 19:03:00,471.99,1.19,1.19,1.19,1.19,26.0,O:SPY240116C00480000,2024-01-16,1.185,1.195,0.03618150684931507,0.11645320321654352,1.3985530199469594,0.2035530199469593,2
2024-01-02 19:05:00,471.855,1.16,1.16,1.16,1.16,3.0,O:SPY240116C00480000,2024-01-16,1.155,1.165,0.036177701674277016,0.11406456050560891,1.3029284665748833,0.13792846657488322,4
2024-01-02 19:06:00,471.71,1.16,1.16,1.16,1.16,3.0,O:SPY240116C00480000,2024-01-16,1.155,1.165,0.03617579908675799,0.11186780044331922,1.2129276867882481,0.0479276867882481,5
2024-01-02 19:07:00,471.58,1.16,1.16,1.16,1.16,3.0,O:SPY240116C00480000,2024-01-16,1.155,1.165,0.03617389649923897,0.10926967516142078,1.118463614958273,0.03653638504172707,2
2024-01-02 19:16:00,471.82,1.16,1.16,1.16,1.16,10.0,O:SPY240116C00480000,2024-01-16,1.155,1.165,0.03615677321156773,0.115797448299935,1.3407280067290657,0.17572800672906563,2
2024-01-02 19:17:00,471.74,1.16,1.16,1.16,1.16,10.0,O:SPY240116C00480000,2024-01-16,1.155,1.165,0.03615487062404871,0.11246543195566644,1.2342031120871866,0.06920311208718655,4
2024-01-02 19:18:00,471.78,1.16,1.16,1.16,1.16,10.0,O:SPY240116C00480000,2024-01-16,1.155,1.165,0.03615296803652968,0.10964072047634871,1.1688396809576744,0.003839680957674396,2
2024-01-02 19:33:00,471.73,1.14,1.14,1.14,1.14,1.0,O:SPY240116C00480000,2024-01-16,1.135,1.145,0.036124429223744293,0.10627979378804842,1.0711986723384967,0.06380132766150326,2
2024-01-02 19:34:00,471.72,1.14,1.14,1.14,1.14,1.0,O:SPY240116C00480000,2024-01-16,1.135,1.145,0.03612252663622527,0.10303489237766594,0.9880075842359304,0.14699241576406963,4
2024-01-02 19:35:00,471.7301,1.14,1.14,1.14,1.14,1.0,O:SPY240116C00480000,2024-01-16,1.135,1.145,0.03612062404870624,0.10004527482566303,0.9168138516541688,0.21818614834583117,4
2024-01-02 19:42:00,471.505,1.1,1.1,1.1,1.1,1.0,O:SPY240116C00480000,2024-01-16,1.095,1.105,0.03610730593607306,0.10206674396207839,0.9229429408279515,0.1720570591720485,1
2024-01-02 19:43:00,471.61,1.1,1.1,1.1,1.1,1.0,O:SPY240116C00480000,2024-01-16,1.095,1.105,0.036105403348554034,0.10163561324560198,0.9321394722859395,0.16286052771406045,5
2024-01-02 19:44:00,471.555,1.1,1.1,1.1,1.1,1.0,O:SPY240116C00480000,2024-01-16,1.095,1.105,0.03610350076103501,0.09855481351032074,0.8486429075019686,0.2463570924980314,5
2024-01-02 20:03:00,470.75,0.98,0.98,0.98,0.98,1.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.036067351598173515,0.1574470921831565,2.2495542435261484,1.2645542435261485,2
2024-01-02 20:04:00,470.61,0.98,0.98,0.98,0.98,1.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.03606544901065449,0.1528708703067234,2.079720413549609,1.094720413549609,5
2024-01-02 20:05:00,470.55,0.95,0.95,0.95,0.95,3.0,O:SPY240116C00480000,2024-01-16,0.945,0.955,0.036063546423135466,0.14817056100973078,1.9302590633212589,0.9752590633212589,2
2024-01-02 20:06:00,470.5,0.95,0.95,0.95,0.95,3.0,O:SPY240116C00480000,2024-01-16,0.945,0.955,0.03606164383561644,0.1436613845612755,1.7914858749260958,0.8364858749260958,1
2024-01-02 20:07:00,470.67,0.97,0.97,0.97,0.97,1.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03605974124809741,0.14497944080950034,1.869607756333437,0.894607756333437,4
2024-01-02 20:08:00,470.75,0.97,0.97,0.97,0.97,1.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.036057838660578385,0.14242080085235675,1.8171807392098884,0.8421807392098885,4
2024-01-02 20:09:00,470.67,0.97,0.97,0.97,0.97,1.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03605593607305936,0.13805448404234114,1.6766469009329654,0.7016469009329654,4
2024-01-02 20:10:00,470.7,0.98,0.98,0.98,0.98,1.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.036054033485540336,0.13451403494584838,1.5868477675174688,0.6018477675174688,5
2024-01-02 20:11:00,470.72,0.98,0.98,0.98,0.98,1.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.03605213089802131,0.13085833816244852,1.4928165655646382,0.5078165655646382,1
2024-01-02 20:14:00,470.64,0.95,0.95,0.95,0.95,1.0,O:SPY240116C00480000,2024-01-16,0.945,0.955,0.03604642313546423,0.12690524004976625,1.370570059377144,0.415570059377144,5
2024-01-02 20:15:00,470.54,0.95,0.95,0.95,0.95,1.0,O:SPY240116C00480000,2024-01-16,0.945,0.955,0.03604452054794521,0.1232382136696033,1.2551021121429073,0.3001021121429074,5
2024-01-02 20:16:00,470.675,0.95,0.95,0.95,0.95,1.0,O:SPY240116C00480000,2024-01-16,0.945,0.955,0.03604261796042618,0.12322565887343774,1.2826154647200099,0.3276154647200099,1
2024-01-02 20:17:00,471.025,1.02,1.02,1.02,1.02,5.0,O:SPY240116C00480000,2024-01-16,1.015,1.025,0.03604071537290715,0.1351839383782268,1.6807773996010553,0.6557773996010554,1
2024-01-02 20:18:00,470.9596,1.02,1.02,1.02,1.02,5.0,O:SPY240116C00480000,2024-01-16,1.015,1.025,0.036038812785388126,0.1312202640290159,1.5563870765198544,0.5313870765198545,1
2024-01-02 20:19:00,470.96,1.02,1.02,1.02,1.02,5.0,O:SPY240116C00480000,2024-01-16,1.015,1.025,0.0360369101978691,0.12719135178125276,1.4477733778157074,0.42277337781570745,1
2024-01-02 20:20:00,470.9823,1.0,1.0,1.0,1.0,1.0,O:SPY240116C00480000,2024-01-16,0.995,1.005,0.03603500761035008,0.12342476546352531,1.3528178644736073,0.3478178644736074,4
2024-01-02 20:21:00,470.9902,1.0,1.0,1.0,1.0,1.0,O:SPY240116C00480000,2024-01-16,0.995,1.005,0.03603310502283105,0.11965919390363278,1.2564677178549886,0.25146771785498867,3
2024-01-02 20:22:00,470.71,1.0,1.0,1.0,1.0,1.0,O:SPY240116C00480000,2024-01-16,0.995,1.005,0.03603120243531203,0.12365846538423264,1.3005574350492708,0.2955574350492709,3
2024-01-02 20:28:00,470.93,0.99,0.99,0.99,0.99,2.0,O:SPY240116C00480000,2024-01-16,0.985,0.995,0.03601978691019787,0.12654343142568367,1.4230192638785013,0.4280192638785013,1
2024-01-02 20:29:00,470.91,0.99,0.99,0.99,0.99,2.0,O:SPY240116C00480000,2024-01-16,0.985,0.995,0.03601788432267884,0.12261857488543501,1.315406171297795,0.3204061712977949,3
2024-01-02 20:30:00,471.01,0.98,0.98,0.98,0.98,5.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.03601598173515982,0.12029176096139432,1.2762160354319292,0.2912160354319292,3
2024-01-02 20:31:00,471.14,0.98,0.98,0.98,0.98,5.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.03601407914764079,0.11871198099881472,1.2627585003167923,0.2777585003167923,1
2024-01-02 20:33:00,471.1,1.0,1.0,1.0,1.0,25.0,O:SPY240116C00480000,2024-01-16,0.995,1.005,0.03601027397260274,0.11520658149430382,1.1645218579454308,0.15952185794543094,3
2024-01-02 20:34:00,470.915,1.0,1.0,1.0,1.0,25.0,O:SPY240116C00480000,2024-01-16,0.995,1.005,0.03600837138508371,0.11546396823634568,1.1336553826352969,0.12865538263529697,5
2024-01-02 20:35:00,470.86,1.0,1.0,1.0,1.0,25.0,O:SPY240116C00480000,2024-01-16,0.995,1.005,0.03600646879756469,0.11207849509700875,1.0395214823710717,0.03452148237107178,2
2024-01-02 20:36:00,470.83,0.97,0.97,0.97,0.97,5.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03600456621004566,0.10862314742544071,0.951136845614684,0.013863154385315934,2
2024-01-02 20:37:00,470.88,0.97,0.97,0.97,0.97,5.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03600266362252664,0.10581692806449915,0.8943904513563439,0.0706095486436561,1
2024-01-02 20:40:00,470.77,0.97,0.97,0.97,0.97,9.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03599695585996956,0.10372632975639261,0.8274093463031278,0.13759065369687218,4
2024-01-02 20:41:00,470.79,0.97,0.97,0.97,0.97,9.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03599505327245053,0.10070809335907409,0.7635949852903821,0.2014050147096179,1
2024-01-02 20:42:00,470.795,0.97,0.97,0.97,0.97,9.0,O:SPY240116C00480000,2024-01-16,0.965,0.975,0.03599315068493151,0.09764730588926007,0.6982374929423827,0.2667625070576173,4
2024-01-02 20:43:00,470.835,0.98,0.98,0.98,0.98,1.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.035991248097412484,0.09504300364102665,0.6495627870783096,0.32543721292169037,2
2024-01-02 20:44:00,470.99,0.98,0.98,0.98,0.98,1.0,O:SPY240116C00480000,2024-01-16,0.975,0.985,0.03598934550989345,0.09598733098561552,0.6930255486319652,0.2819744513680348,1
2024-01-02 20:48:00,471.12,1.01,1.02,1.01,1.02,25.0,O:SPY240116C00480000,2024-01-16,1.01,1.02,0.035981735159817355,0.09542837734817018,0.7012034599231072,0.30879654007689283,5
2024-01-02 20:49:00,471.23,1.01,1.02,1.01,1.02,25.0,O:SPY240116C00480000,2024-01-16,1.01,1.02,0.03597983257229832,0.09398205522039718,0.6873404239046863,0.3226595760953137,3
2024-01-02 20:50:00,471.8,1.06,1.06,1.06,1.06,1.0,O:SPY240116C00480000,2024-01-16,1.055,1.065,0.0359779299847793,0.12816644917547376,1.6694794970498918,0.6044794970498919,4
2024-01-02 20:51:00,471.91,1.06,1.06,1.06,1.06,1.0,O:SPY240116C00480000,2024-01-16,1.055,1.065,0.035976027397260274,0.12461210968359221,1.5962143745746573,0.5312143745746574,3
2024-01-02 20:55:00,471.99,1.22,1.22,1.22,1.22,1.0,O:SPY240116C00480000,2024-01-16,1.215,1.225,0.03596841704718417,0.12084043390029771,1.5097591080045163,0.2847591080045162,3
2024-01-02 20:56:00,472.23,1.22,1.22,1.22,1.22,1.0,O:SPY240116C00480000,2024-01-16,1.215,1.225,0.035966514459665144,0.12095397931139594,1.571245006806592,0.34624500680659187,1
2024-01-02 20:57:00,472.42,1.28,1.28,1.28,1.28,1.0,O:SPY240116C00480000,2024-01-16,1.275,1.285,0.03596461187214612,0.11895993270991799,1.5617433126565885,0.2767433126565886,3
2024-01-02 20:58:00,472.5898,1.28,1.28,1.28,1.28,1.0,O:SPY240116C00480000,2024-01-16,1.275,1.285,0.035962709284627095,0.11635552434079403,1.5299292071208725,0.24492920712087263,5
2024-01-02 20:59:00,472.6,1.32,1.32,1.32,1.32,1.0,O:SPY240116C00480000,2024-01-16,1.315,1.325,0.035960806697108064,0.11326974798499874,1.4451999516797969,0.12019995167979691,3
2024-01-02 21:00:00,472.56,1.32,1.32,1.32,1.32,1.0,O:SPY240116C00480000,2024-01-16,1.315,1.325,0.03595890410958904,0.1112740753079762,1.3798106899726719,0.05481068997267191,1
2024-01-03 14:29:00,470.42,0.96,0.96,0.96,0.96,4.0,O:SPY240117C00480000,2024-01-17,0.955,0.965,0.03670281582952816,0.3729072213406621,9.352720957083392,8.387720957083392,5
2024-01-03 14:30:00,470.48,0.96,0.96,0.96,0.96,4.0,O:SPY240117C00480000,2024-01-17,0.955,0.965,0.03670091324200913,0.3619376728836229,8.993831450950978,8.028831450950978,2
2024-01-03 14:31:00,470.45,0.96,0.96,0.96,0.96,4.0,O:SPY240117C00480000,2024-01-17,0.955,0.965,0.036699010654490105,0.3507454469341383,8.591912120306915,7.6269121203069155,3
2024-01-03 14:33:00,470.185,0.94,0.94,0.94,0.94,1.0,O:SPY240117C00480000,2024-01-17,0.935,0.945,0.036695205479452056,0.3415119732980643,8.166738455398331,7.221738455398331,1
2024-01-03 14:34:00,470.16,0.94,0.94,0.94,0.94,1.0,O:SPY240117C00480000,2024-01-17,0.935,0.945,0.03669330289193303,0.3310033715493771,7.793992191739704,6.848992191739704,2
2024-01-03 14:35:00,470.32,0.94,0.94,0.94,0.94,1.0,O:SPY240117C00480000,2024-01-17,0.935,0.945,0.036691400304414,0.3228673378639236,7.575130761697352,6.630130761697352,2
2024-01-03 14:43:00,470.28,0.93,0.93,0.93,0.93,2.0,O:SPY240117C00480000,2024-01-17,0.925,0.935,0.0366761796042618,0.3128613112208473,7.213678402458498,6.278678402458498,4
2024-01-03 14:44:00,470.22,0.93,0.93,0.93,0.93,2.0,O:SPY240117C00480000,2024-01-17,0.925,0.935,0.03667427701674277,0.30315887146057335,6.858758671353542,5.923758671353541,5
2024-01-03 14:45:00,470.07,0.93,0.93,0.93,0.93,2.0,O:SPY240117C00480000,2024-01-17,0.925,0.935,0.03667237442922375,0.2941694070335937,6.496757800476416,5.561757800476416,3
2024-01-03 14:50:00,470.2299,0.93,0.93,0.93,0.93,1.0,O:SPY240117C00480000,2024-01-17,0.925,0.935,0.03666286149162862,0.28726396995122677,6.320010513658929,5.385010513658928,1
2024-01-03 14:51:00,470.46,0.93,0.93,0.93,0.93,1.0,O:SPY240117C00480000,2024-01-17,0.925,0.935,0.036660958904109586,0.2819413744973835,6.223723934876034,5.2887239348760335,4
2024-01-03 14:52:00,470.37,0.93,0.93,0.93,0.93,1.0,O:SPY240117C00480000,2024-01-17,0.925,0.935,0.03665905631659056,0.2733726096608735,5.9006486037642105,4.96564860376421,5
2024-01-03 14:58:00,469.82,0.89,0.89,0.89,0.89,2.0,O:SPY240117C00480000,2024-01-17,0.885,0.895,0.03664764079147641,0.27785381500877443,5.852577186789773,4.9575771867897735,4
2024-01-03 14:59:00,469.97,0.89,0.89,0.89,0.89,2.0,O:SPY240117C00480000,2024-01-17,0.885,0.895,0.03664573820395738,0.2714817357781677,5.692180322866335,4.7971803228663354,5
2024-01-03 15:00:00,470.3501,0.89,0.89,0.89,0.89,2.0,O:SPY240117C00480000,2024-01-17,0.885,0.895,0.03664383561643836,0.27222580264438,5.852848267969904,4.957848267969904,5
2024-01-03 15:04:00,470.65,0.92,0.97,0.92,0.97,5.0,O:SPY240117C00480000,2024-01-17,0.94,0.95,0.03663622526636225,0.2689981559438825,5.851507363959371,4.901507363959371,3
2024-01-03 15:05:00,470.8237,0.92,0.97,0.92,0.97,5.0,O:SPY240117C00480000,2024-01-17,0.94,0.95,0.03663432267884323,0.26226535729318323,5.686731336317848,4.736731336317848,5
2024-01-03 15:06:00,470.6,0.98,0.98,0.98,0.98,5.0,O:SPY240117C00480000,2024-01-17,0.975,0.985,0.036632420091324204,0.25683175351338094,5.423231678023825,4.438231678023825,4
2024-01-03 15:07:00,470.37,0.98,0.98,0.98,0.98,5.0,O:SPY240117C00480000,2024-01-17,0.975,0.985,0.03663051750380517,0.2514445809026195,5.161979949518184,4.176979949518183,5
2024-01-03 15:23:00,469.315,0.79,0.79,0.79,0.79,5.0,O:SPY240117C00480000,2024-01-17,0.785,0.795,0.03660007610350076,0.2957923681959068,6.267306240114777,5.4723062401147775,3
2024-01-03 15:24:00,469.45,0.79,0.79,0.79,0.79,5.0,O:SPY240117C00480000,2024-01-17,0.785,0.795,0.036598173515981734,0.2888384091433085,6.082271803462248,5.287271803462248,3
